Employer,City / location,Website,Sources,Source count,Sectors,Details / licences
Unisys (Schweiz) GmbH,3084 Wabern; 8005 Zürich; Zürich,http://www.unisys.ch/,Swico; swissICT,2,ICT / consumer electronics; ICT / digital,
Unit8 SA,Zürich,https://www.swissmadesoftware.org/en/companies/unit8-sa/home.html,digitalswitzerland; Swiss Made Software; swisscleantech,3,Cleantech / energy; Digital economy; Software,Beratung / Consulting
Unite Procurement Schweiz GmbH,8008 Zürich,https://unite.eu/de-ch,Swico,1,ICT / consumer electronics,
United Machining AG,Biel/Bienne,https://www.gfms.com,Swissmem,1,Industry / engineering,
United Machining Mill AG,Biel/Bienne; Langnau i. E.; Langnau im Emmental; Meyrin,https://www.gfms.com/ch,Swissmechanic; Swissmem,2,Industry / engineering; Industry / SMEs,"United Machining Mill AG , Kanalweg 4, 3550 Langnau im Emmental"
United Machining Sales Switzerland SA,Losone,https://www.gfms.com,Swissmechanic; Swissmem,2,Industry / engineering; Industry / SMEs,"United Machining Sales Switzerland SA, Via Zandone 1, 6616 Losone"
United Machining Services SA,Meyrin,https://www.gfac.com,Swissmem,1,Industry / engineering,
United Machining Solutions Management AG,Bern,https://www.grinding.ch,Swissmem,1,Industry / engineering,
"United Nations Federal Credit Union, New York, représentation de Genève",Genève 10,,FINMA,1,Regulated financial services,Foreign bank representative office
United Orthopedic Corporation (Suisse) SA,Canton of Vaud,https://ch.unitedorthopedic.com/,Swiss Medtech,1,Medical technology,
United Security Providers AG,Bern,https://www.swissmadesoftware.org/en/companies/united-security-providers-ag/home.html,Swiss Made Software; swissICT,2,ICT / digital; Software,
Unitek Engineering AG,8001 Zürich,https://www.unitek.ch/,Swico; Swiss Made Software,2,ICT / consumer electronics; Software,
UNITY Schweiz AG,Canton of Zurich,https://www.unity.ch/,Swiss Medtech,1,Medical technology,
Univar Solutions AG,Schärenmoosstrasse 77 8052 Zürich,https://www.univarsolutions.com,scienceindustries,1,Pharma / biotech / chemistry,
univativ Schweiz AG,4051 Basel; 8045 Zürich,https://www.swissstaffing.ch/en/Members/index.php?id=34981,Swiss Staffing,1,Staffing / HR,
Univerbal GmbH,,https://www.swissmadesoftware.org/en/companies/univerbal-gmbh/home.html,Swiss Made Software,1,Software,
Univerre Pro Uva Sa,Wallis,https://www.univerre.ch/,swisscleantech,1,Cleantech / energy,Produktion / Industrie
Univers IT AG,Anwil,,swissICT,1,ICT / digital,
Universal-Job (Schweiz) AG,8400 Winterthur,https://www.swissstaffing.ch/en/Members/index.php?id=38926,Swiss Staffing,1,Staffing / HR,
Universal-Job AG,1700 Fribourg; 3014 Bern; 4500 Solothurn; 4600 Olten; 5000 Aarau; 5400 Baden; 6004 Luzern; 6300 Zug; 8048 Zürich; 8330 Pfäffikon ZH; 8400 Winterthur; 8401 Winterthur; 8500 Frauenfeld; 8580 Amriswil; 8640 Rapperswil SG; 9000 St.Gallen; 9435 Heerbrugg; 9470 Buchs SG; 9500 Wil SG,https://www.swissstaffing.ch/en/Members/index.php?id=38797,Swiss Staffing,1,Staffing / HR,
Università della Svizzera italiana USI,,,swissuniversities,1,Higher education,
Universitäre Theologische Hochschule Basel STH Basel (university institute),,,swissuniversities,1,Higher education,
Universität Basel,,,swissuniversities,1,Higher education,
Universität Basel - Departement Biozentrum,Basel,https://www.biozentrum.unibas.ch/,Swissmechanic,1,Industry / SMEs,"Universität Basel - Departement Biozentrum, Spitalstrasse 41, 4056 Basel"
Universität Basel IT-Services,Basel,,swissICT,1,ICT / digital,
Universität Bern,Canton of Bern,https://www.unibe.ch/,Swiss Medtech,1,Medical technology,
Universität Bern UniBE,,,swissuniversities,1,Higher education,
"Universität Bern, Informatikdienste",Bern,,swissICT,1,ICT / digital,
Universität Luzern Unilu,,,swissuniversities,1,Higher education,
Universität St. Gallen,St. Gallen,,swissICT,1,ICT / digital,
Universität St. Gallen HSG,,,swissuniversities,1,Higher education,
Universität Zürich,,http://www.uzh.ch,asut,1,Telecom / digital infrastructure,
Universität Zürich UZH,,,swissuniversities,1,Higher education,
Universität Zürich Zentrale Informatik,Zürich,,swissICT,1,ICT / digital,
Universitätsspital Basel,Basel,,swissICT,1,ICT / digital,
Université de Fribourg Unifr,,,swissuniversities,1,Higher education,
Université de Genève UNIGE,,,swissuniversities,1,Higher education,
Université de Lausanne UNIL,,,swissuniversities,1,Higher education,
Université de Neuchâtel UniNE,,,swissuniversities,1,Higher education,
University of Basel,Basel,https://www.physik.unibas.ch/,Swissmechanic,1,Industry / SMEs,"University of Basel, Klingelbergstrasse 82, 4056 Basel"
Univest AG,Basel,,FINMA,1,Regulated financial services,Portfolio manager
Uniwork AG,9494 Schaan,https://www.swissstaffing.ch/en/Members/index.php?id=40957,Swiss Staffing,1,Staffing / HR,
Uniwork Industrial Services AG,8050 Zürich,https://www.swissstaffing.ch/en/Members/index.php?id=25086,Swiss Staffing,1,Staffing / HR,
Unlimital AG,Immensee,https://www.unlimital.ch,Swissmem,1,Industry / engineering,
Unomed AG,,https://www.swissmadesoftware.org/en/companies/unomed-ag/home.html,Swiss Made Software,1,Software,
Unylecta Engineering GmbH,Mettmenstetten,,swissICT,1,ICT / digital,
UpCircle Technology AG,,https://www.swissmadesoftware.org/en/companies/upcircle-technology-ag/home.html,Swiss Made Software,1,Software,
UPGREAT AG,8320 Fehraltorf,https://www.upgreat.ch/,Swico,1,ICT / consumer electronics,
UpGrid AG,Baar,https://www.upgrid.ch,Swissolar,1,Solar / energy,Neugasse 28
UPS SCS (Switzerland) GmbH,4030 Basel,https://www.ups.com/ch/de/Home.page,Swico,1,ICT / consumer electronics,
UPSA Switzerland AG,Poststrasse 30 6300 Zug,https://www.upsa.com,scienceindustries,1,Pharma / biotech / chemistry,
UPTOVALUE ASSET MANAGEMENT SA,Lugano,,FINMA,1,Regulated financial services,Portfolio manager
uptownBasel,Canton of Basel-Country,https://www.uptownbasel.ch/,Swiss Medtech,1,Medical technology,
Urban Advisors SA,Genève,,FINMA,1,Regulated financial services,Portfolio manager
Urban Connect AG,Zürich,https://urban-connect.com/de/,swisscleantech,1,Cleantech / energy,sonstige Dienstleistungen
Urban Sympheny AG,Zürich,https://www.swissmadesoftware.org/en/companies/urban-sympheny-ag/home.html,Swiss Made Software; swisscleantech,2,Cleantech / energy; Software,"Baugewerbe / Immobilien, Energiewirtschaft"
URBANIA Real Estate SICAV,Fribourg,,FINMA,1,Regulated financial services,Investment company with variable capital (SICAV)
Urben & Kyburz AG,Etziken,http://www.urben-kyburz.ch/,Swissmechanic,1,Industry / SMEs,"Urben & Kyburz AG, Bahnweg 6, 4554 Etziken"
Urech + Harr AG,Inwil,https://uhag.ch,Swissolar,1,Solar / energy,Industriestrasse 3
Urech RobotX AG,Canton of Aargau,https://www.urech-robotx.ch/,Swiss Medtech,1,Medical technology,
Urma AG,Rupperswil,http://www.urma.ch/,Swissmechanic,1,Industry / SMEs,"Urma AG, Obermatt 3, 5102 Rupperswil"
Urma AG Werkzeugfabrik,Rupperswil,https://www.urma.ch,Swissmem,1,Industry / engineering,
Urner Kantonalbank,6460 Altdorf; Altdorf UR,http://www.urkb.ch/,FINMA; Swiss Banking,2,Banking; Regulated financial services,Bank
Urstamm AG,Appenzell Ausserrhoden,https://www.urstamm.ch/,swisscleantech,1,Cleantech / energy,IT / Medien / Telekommunikation
USIMEDUR AG/SA,Orvin BE,http://www.usimedur.ch/,Swissmechanic,1,Industry / SMEs,"USIMEDUR AG/SA, L echelette 6, 2534 Orvin BE"
Usines industrielles du roulement Bulle SA,Bulle,http://www.wib-bearings.com/,Swissmechanic,1,Industry / SMEs,"Usines industrielles du roulement Bulle SA, Rue de Champ-Barby 61, 1630 Bulle"
Usines Métallurgiques de Vallorbe SA,Vallorbe,https://www.vallorbe.com,Swissmem,1,Industry / engineering,
Uslu Coskun,,,asut,1,Telecom / digital infrastructure,
USM U. Schärer Söhne AG,Bern; Münsingen,http://www.usm.com/,swisscleantech; Swissmechanic,2,Cleantech / energy; Industry / SMEs,"Produktion / Industrie; USM U. Schärer Söhne AG, Thunstrasse 55, 3110 Münsingen"
USOL GmbH,Lohn-Ammannsegg,https://usol.energy,Swissolar,1,Solar / energy,Hofackerstrasse 45
USP Partner AG,Zürich,https://usppartner.ch/en,swisscleantech,1,Cleantech / energy,Kommunikation / Marketing / Werbung
Uster Technologies AG,Uster,https://www.uster.com,Swissmem,1,Industry / engineering,
uSystems GmbH,,https://www.swissmadesoftware.org/en/companies/usystems-gmbh/home.html,Swiss Made Software,1,Software,
UT 99 AG,Andelfingen,https://www.ut99.ch,Swissmem,1,Industry / engineering,
Utilis AG,Müllheim Dorf,https://www.utilis.com,Swissmechanic; Swissmem,2,Industry / engineering; Industry / SMEs,"Utilis AG, Kreuzlingerstrasse 22, 8555 Müllheim Dorf"
utill solenthaler consulting,,https://www.swissmadesoftware.org/en/companies/utill-solenthaler-consulting/home.html,Swiss Made Software,1,Software,
"Utmost Worldwide Limited, St Peter Port, Zweigniederlassung Schweiz, Zürich",Zürich,,FINMA,1,Regulated financial services,Life insurance company
Utzinger-Mechanic GmbH,Windlach,http://www.utzinger-mechanic.ch/,Swissmechanic,1,Industry / SMEs,"Utzinger-Mechanic GmbH, Raaterstrasse 27, 8175 Windlach"
UVEK,,http://www.uvek.admin.ch,asut,1,Telecom / digital infrastructure,
uxiamo GmbH,,https://www.swissmadesoftware.org/en/companies/uxiamo-gmbh/home.html,Swiss Made Software,1,Software,
Uzanto GmbH,Muri bei Bern,,swissICT,1,ICT / digital,
"UZH Space Hub (Innovation cluster space and aviation), University of Zurich (UZH)",,https://swiss-aerospace-cluster.ch/portfolio-item/uzh-space-hub/,Swiss Aerospace Cluster,1,Aerospace / engineering,
V&G Trustee SA,Lugano,,FINMA,1,Regulated financial services,Trustee
V-Bahn AG,,https://v-bahn.com,Swissrail,1,Rail / transport technology,
"V-Bank AG, München, vertreten durch die V Schweiz AG",Zürich,,FINMA,1,Regulated financial services,Foreign bank representative office
V-ZUG AG,Zug,https://www.vzug.com,swisscleantech; swissICT; Swissmem,3,Cleantech / energy; ICT / digital; Industry / engineering,Produktion / Industrie
V-Zug Kühltechnik AG,Sulgen,https://www.vzug.com,Swissmem,1,Industry / engineering,
v.FISCHER INVESTAS Vermögensverwaltung AG,Bern,,FINMA,1,Regulated financial services,Manager of collective assets
"V.L. & ASSOCIES, GERANCE DE FORTUNES SA",Genève,,FINMA,1,Regulated financial services,Portfolio manager
Val Energie SA,Fleurier,https://val-energie.ch/,Swissolar,1,Solar / energy,Clos Donzel 2
Val Rheno GmbH,Chur,,FINMA,1,Regulated financial services,Portfolio manager
VALAZZA Planification & Gérance de Patrimoines,Lutry,,FINMA,1,Regulated financial services,Portfolio manager
Valbruna AG,Bargen BE,http://www.valbruna.ch/,Swissmechanic,1,Industry / SMEs,"Valbruna AG, Neuenburgstrasse 54, 3282 Bargen BE"
Valcambi SA,Balerna,https://www.valcambi.com,Swissmem,1,Industry / engineering,
Valcore Capital AG,Schindellegi,,FINMA,1,Regulated financial services,Portfolio manager
Valcoris & Partners - Gestion de Patrimoine SA,Sion,,FINMA,1,Regulated financial services,Portfolio manager
Valcourt SA,Genève 11,,FINMA,1,Regulated financial services,Securities firm
Valdev Informatique Sàrl,,https://www.swissmadesoftware.org/en/companies/valdev-singer/home.html,Swiss Made Software,1,Software,
Valélectric SA,St-Pierre-de-Clages,http://www.valelectric.ch/,Swissmechanic,1,Industry / SMEs,"Valélectric SA, Zone Industrielle Les Combes 2, 1956 St-Pierre-de-Clages"
Valencia Kommunikation AG,Basel; Basel-Stadt,http://www.valencia.ch/,swisscleantech; swissICT,2,Cleantech / energy; ICT / digital,Kommunikation / Marketing / Werbung
Valère Consulting AG,Zürich,,FINMA,1,Regulated financial services,Manager of collective assets
VALEUR SA,Lugano,,FINMA,1,Regulated financial services,Manager of collective assets
Valex Capital AG,Pfäffikon SZ,,FINMA,1,Regulated financial services,Manager of collective assets
VALEX EMC FAMILY OFFICE SA,Genève,,FINMA,1,Regulated financial services,Portfolio manager
Valgreen Advisors AG,Hergiswil NW,,FINMA,1,Regulated financial services,Portfolio manager
Valiant Bank AG,3001 Bern; Bern,http://www.valiant.ch/,FINMA; Swiss Banking; Swissmechanic,3,Banking; Industry / SMEs; Regulated financial services,"Bank; Valiant Bank AG, Bundesplatz 4, 3001 Bern"
Valiant Holding AG,3001 Bern,https://www.vanlanschotkempen.com/en-ch/private-banking,Swiss Banking,1,Banking,
Valion AG,Bern,,swissICT,1,ICT / digital,
Valmo Sàrl,,https://www.swissmadesoftware.org/en/companies/valmo-s-rl/home.html,Swiss Made Software,1,Software,
Valoram SA,Genève,,FINMA,1,Regulated financial services,Portfolio manager
Valori Asset Management SA,Chiasso,,FINMA,1,Regulated financial services,Manager of collective assets
Valoris Gestion SA,Genève,,FINMA,1,Regulated financial services,Portfolio manager
Valorum Asset Management AG,Schindellegi,,FINMA,1,Regulated financial services,Portfolio manager
Valoya Power Systems GmbH,Zürich,https://www.valoya.ch/Kontakt/,swisscleantech,1,Cleantech / energy,Energiewirtschaft
"Valpeo International, Gent",2000 Neuchâtel,https://www.swissstaffing.ch/en/Members/index.php?id=39653,Swiss Staffing,1,Staffing / HR,
Valprécision SA,Chalais,http://www.valprecision.ch/,Swissmechanic,1,Industry / SMEs,"Valprécision SA, Route de Chippis 81, 3966 Chalais"
ValRJob SA,1337 Vallorbe,https://www.swissstaffing.ch/en/Members/index.php?id=41046,Swiss Staffing,1,Staffing / HR,
Valsider SA,Yverdon-les-Bains,https://www.valsider.com,Swissmem,1,Industry / engineering,
Valsynthèse SA,Fabrikstrasse 48 3900 Gamsen,https://www.valsynthese.ch,scienceindustries,1,Pharma / biotech / chemistry,
Valterna AG,Baar,,FINMA,1,Regulated financial services,Portfolio manager
Valtronic Technologies (Suisse) SA,Canton of Vaud,https://www.valtronic.com/,Swiss Medtech,1,Medical technology,
Value Job Construction SA,1207 Genève,https://www.swissstaffing.ch/en/Members/index.php?id=25501,Swiss Staffing,1,Staffing / HR,
Value Job SA,1020 Renens; 1207 Genève; 1227 Carouge GE; 1530 Payerne; 1700 Fribourg; 1752 Villars-sur-Glâne; 1800 Vevey; 1806 St-Légier; 1950 Sion; 2000 Neuchâtel; 2300 La Chaux-de-Fonds; 2504 Biel/Bienne; 2800 Delémont,https://www.swissstaffing.ch/en/Members/index.php?id=20848,Swiss Staffing,1,Staffing / HR,
Value Job Services SA,1003 Lausanne; 1228 Plan-les-Ouates; 1700 Fribourg; 1752 Villars-sur-Glâne; 1950 Sion; 2000 Neuchâtel; 2502 Biel/Bienne; 2800 Delémont,https://www.swissstaffing.ch/en/Members/index.php?id=29903,Swiss Staffing,1,Staffing / HR,
ValueFocus Equity Management AG,Wil SG,,FINMA,1,Regulated financial services,Manager of collective assets
Valuestream Investments SA,Chiasso,,FINMA,1,Regulated financial services,Portfolio manager
Valvest Partners AG,Zürich,,FINMA,1,Regulated financial services,Manager of collective assets
Vamedis Swiss GmbH,Canton of St. Gallen,https://vamedis.com/,Swiss Medtech,1,Medical technology,
Van Lanschot Kempen (Schweiz) AG,8034 Zurich; Zürich,https://www.vanlanschotkempen.com/en-ch/private-banking,FINMA; Swiss Banking,2,Banking; Regulated financial services,Bank
Van Marselis Hartsinck AG,Hergiswil NW,,FINMA,1,Regulated financial services,Portfolio manager
Vanillaplan AG,,https://www.swissmadesoftware.org/en/companies/vanillaplan-ag/home.html,Swiss Made Software,1,Software,
Vantage Data Centers Switzerland GmbH,,http://www.vantage-dc.com,asut,1,Telecom / digital infrastructure,
Vantive GmbH,Thurgauerstrasse 130 8152 Glattpark (Opfikon),https://www.vantive.com,scienceindustries,1,Pharma / biotech / chemistry,
Var Group,,,digitalswitzerland,1,Digital economy,
VAR3 Automation GmbH,Appenzell Ausserrhoden,https://www.var3net.com/,swisscleantech,1,Cleantech / energy,Maschinen- / Anlagebau
Vardora Partners AG,Zürich,,FINMA,1,Regulated financial services,Portfolio manager
VARGUS (Schweiz) AG,Cham,http://www.vargus.ch/,Swissmechanic,1,Industry / SMEs,"VARGUS (Schweiz) AG, Knonauerstrasse 56, 6330 Cham"
Varian Medical Systems Image Laboratory GmbH,Canton of Aargau,https://www.varian.com/,Swiss Medtech,1,Medical technology,
vario-optics AG,Heiden,https://vario-optics.ch/,Swissmem,1,Industry / engineering,
Varioprint AG,Heiden,https://www.varioprint.ch,Swissmem,1,Industry / engineering,
Variosystems AG,Steinach,https://www.variosystems.com,Swiss Aerospace Cluster; Swissmem,2,Aerospace / engineering; Industry / engineering,
Vassella Energie Sagl,Poschiavo,https://www.vassella-energie.ch,Swissolar,1,Solar / energy,Via di Palazz 2
VAT Vakuumventile AG,Haag (Rheintal),https://www.vatvalve.com,Swissmem,1,Industry / engineering,
Vaudoise Assurances,Waadt,https://www.vaudoise.ch/de,digitalswitzerland; swisscleantech,2,Cleantech / energy; Digital economy,Finanz- / Versicherungsdienstleistung
"VAUDOISE GENERALE, Compagnie d'Assurances SA",Lausanne,,FINMA,1,Regulated financial services,Non-life insurer
"VAUDOISE VIE, Compagnie d'Assurances SA",Lausanne,,FINMA,1,Regulated financial services,Life insurance company
Vault Wealth Management SA,Genève,,FINMA,1,Regulated financial services,Portfolio manager
"VBS, Führungsunterstützungsbasis (FUB)",,http://www.fub.admin.ch,asut,1,Telecom / digital infrastructure,
VCI Asset Management SA,Lugano,,FINMA,1,Regulated financial services,Portfolio manager
VCT Vector Gestion SA,Nyon,,FINMA,1,Regulated financial services,Portfolio manager
VDL ETG Switzerland AG,Trübbach,https://www.vdletg.com,Swissmem,1,Industry / engineering,
Vebo Genossenschaft,Oensingen,http://www.vebo.ch,asut; Swissmechanic,2,Industry / SMEs; Telecom / digital infrastructure,"VEBO Genossenschaft , Ostringerstrasse 10, 4702 Oensingen"
Veco Invest SA,Lugano,,FINMA,1,Regulated financial services,Portfolio manager
Vectis Vermögensverwaltung AG,Basel,,FINMA,1,Regulated financial services,Portfolio manager
VECTOR WEALTH MANAGEMENT SA,Lugano,,FINMA,1,Regulated financial services,Portfolio manager
